FID, PD , LPI , ED , LSI , CONTAG , SHDI , SHEI , AI
1277,56.2959,45.5882,191.0387,2.9828,5.9996,0.6908,0.9966,71.9095
1278,71.7773,78.75,135.5544,1.8889,28.9774,0.5173,0.7462,80.4932
1279,143.5546,87.5,127.0822,1.45,47.9197,0.3768,0.5436,79.2969
1280,229.6874,52,203.3316,1.75,4.4683,0.673,0.971,71.3287
1281,45.0368,76.4706,182.7326,2.4048,22.4111,0.5456,0.7871,70.7318
1282,164.0625,42.8571,193.6491,1.8333,3.5806,0.6927,0.9994,73.0667
1283,77.9803,74.0741,181.9943,2.7115,20.0627,0.5657,0.8161,72.1694
1284,52.2017,76.4463,156.8398,2.7812,24.794,0.541,0.7805,76.5141
1285,74.5738,89.6104,79.2201,1.5,54.3923,0.3336,0.4812,88.5822
1286,114.8437,85,152.4987,1.5,35.8052,0.4227,0.6098,78.9
1287,114.8437,100,0,1,0,0,0,100
1288,46.6553,75,109.0789,2.4306,29.3603,0.5554,0.8012,84.634
1289,344.5311,70,169.443,1.3571,13.887,0.6109,0.8813,76.25
1290,29.3718,48.8491,205.4117,3.9625,5.1546,0.69,0.9955,69.6488
1291,29.2426,62.7315,191.4078,3.9286,11.6842,0.6397,0.9229,71.5559
1292,24.1776,96.3158,32.9968,1.4744,78.6232,0.1578,0.2276,95.3363
1293,27.3437,100,0,1,0,0,0,100
1294,23.4375,95.4649,38.4224,1.5952,75.1314,0.1846,0.2663,94.5681
1295,43.9108,70,147.5151,3,19.4702,0.6058,0.874,78.5253
1296,57.4219,90,79.0734,1.6364,54.8231,0.3251,0.469,88.9593
1297,136.7187,69.0476,169.443,1.8077,14.4384,0.6187,0.8926,75.9597
1298,55.2951,75.9259,138.0647,2.6667,27.1014,0.5388,0.7774,79.8547
1299,382.8124,58.3333,197.6835,1.6429,16.6383,0.5623,0.8113,62.5
1300,70.6731,57.6923,200.7248,2.6739,12.1478,0.6233,0.8993,69.8727
1301,382.8124,100,0,1,0,0,0,100
1302,40.6013,87.3737,77.0195,2.125,51.1309,0.3743,0.54,89.0318
1303,27.8973,94.332,56.2523,1.9111,69.3979,0.2177,0.3141,91.7005
1304,43.7121,85.1211,128.9877,2.6176,40.5424,0.4206,0.6068,80.8717
1305,29.4471,82.0513,130.3408,2.0227,34.2857,0.4706,0.679,81.0916
1306,37.8086,76.3374,125.5133,3,29.7521,0.5297,0.7642,81.6353
1307,93.75,89.7959,89.9085,1.4643,53.2075,0.3295,0.4754,87.8103
1308,11.9629,99.2188,8.8252,1.125,93.7491,0.0457,0.0659,98.6691
1309,53.7281,69.0058,166.4703,2.5926,16.4533,0.6094,0.8791,75.1881
1310,28.7109,97.5,25.4164,1.1667,84.2429,0.1169,0.1687,96.087
1311,27.3437,67.9762,162.988,4.5517,18.4067,0.6026,0.8693,75.7953
1312,71.7773,83.3333,134.1424,1.6786,35.3302,0.4506,0.65,80.4726
1313,34.164,61.7849,155.872,3.3929,13.9774,0.653,0.9421,77.4443
1314,10.2539,99.1071,9.0773,1.1216,92.9802,0.051,0.0736,98.9233
1315,56.2959,78.9216,156.1533,2.6207,27.8743,0.515,0.743,76.8248
1316,35.0911,95.5556,48.0088,1.6711,74.2381,0.1818,0.2623,92.9151
1317,45.0368,80.3922,128.9096,2.5156,32.3699,0.4949,0.714,81.3564
1318,29.4471,90.1709,69.5151,1.7742,56.9835,0.3213,0.4636,90.3409
1319,49.6238,79.0123,110.8701,2.0577,34.1825,0.497,0.717,83.8965
1320,54.6875,96.4286,32.2749,1.2632,80.0567,0.1541,0.2223,93.75
1321,35.0911,91.6667,64.9531,1.9079,61.1784,0.2868,0.4138,90.6998
1322,22.0853,99.0385,13.0341,1.0952,91.8237,0.0542,0.0782,97.9678
1323,51.8392,67.3611,196.5068,3.4559,12.1351,0.6316,0.9112,70.8127
1324,61.5234,96.4286,36.3092,1.2,79.0546,0.1541,0.2223,94.3548
1325,28.6267,61.2903,197.7663,4.7547,8.5263,0.6661,0.9609,70.7303
1326,25.5208,96.3492,33.3507,1.6078,78.6634,0.1567,0.226,95.147
1327,71.7773,47.5,156.7348,2.0278,8.7364,0.6919,0.9982,78.3674
1328,95.7031,95.8333,42.3607,1.15,75.6564,0.1732,0.2499,93.1713
1329,66.4885,87.3684,119.5019,2.7179,45.7525,0.3793,0.5472,82.1916
1330,35.6658,75.4658,125.2405,2.6806,27.1419,0.5536,0.7987,81.983
1331,68.9062,80,138.9433,2.025,30.1962,0.5004,0.7219,79.7001
1332,41.2259,56.1538,177.2634,3.575,8.772,0.6805,0.9817,73.9725
1333,44.7443,53.8961,140.8357,2.28,14.9304,0.6555,0.9457,80.209
1334,14.7236,99.359,6.517,1.06,94.852,0.0388,0.0559,99.0103
1335,28.5326,89.7516,88.405,2.1944,53.7761,0.3305,0.4768,86.8325
1336,31.4309,94.1053,54.9352,1.875,68.8232,0.2241,0.3233,91.9786
1337,127.6041,88.8889,112.962,1.6,50.2238,0.3488,0.5033,81.8041
1338,55.7945,56.2753,185.2211,3.1094,9.1889,0.6663,0.9612,72.7501
1339,56.7908,80.2198,150.8229,2.5,30.2604,0.4973,0.7175,77.6454
1340,91.875,72,176.2207,1.8667,16.3915,0.593,0.8555,73
1341,33.4201,39.418,169.443,3.4231,11.4501,0.6619,0.9549,75.2749
1342,39.0625,90.7029,70.6973,2.0952,58.298,0.3094,0.4463,89.7326
1343,7.1777,99.375,4.2361,1.0556,95.3763,0.038,0.0548,99.8344
1344,91.875,84,115.2212,1.5667,38.1554,0.4397,0.6343,82.9521
1345,255.2083,88.8889,75.308,1.1667,55.3039,0.3488,0.5033,88.8889
1346,153.125,56.6667,169.443,1.6818,7.69,0.673,0.971,77.1242
1347,49.9321,87.9917,102.4376,2.6591,48.8001,0.3671,0.5296,84.9206
1348,51.9655,81.9005,95.0721,2.0333,39.603,0.466,0.6723,86.5604
1349,17.6231,96.6752,26.8682,1.3875,80.7402,0.1459,0.2104,96.2153
1350,40.6738,49.375,220.2759,4.6136,4.642,0.6842,0.9871,66.9082
1351,35.386,89.0756,75.9408,2.0526,53.982,0.3449,0.4976,89.1485
1352,22.3722,94.1558,52.8134,1.75,69.0869,0.2227,0.3212,91.8285
1353,45.1766,71.4286,162.7775,3.6364,18.8583,0.5964,0.8604,76.1673
1354,3.0707,100,0,1,0,0,0,100
1355,66.256,47.1154,136.8578,2,16.0868,0.645,0.9306,80.9066
1356,43.0664,85.4167,114.374,2.3065,42.18,0.4154,0.5993,83.2106
1357,23.9258,96.5278,40.0074,1.3542,78.0884,0.1508,0.2175,94.182
1358,23.5577,84.1026,83.4181,1.8571,43.8561,0.438,0.6319,88.8651
1359,25.5208,98.8889,11.2962,1.0789,91.7982,0.061,0.0881,98.2669
1360,57.4219,95,50.8329,1.2308,72.714,0.1985,0.2864,91.9841
1361,29.8295,60.1732,139.3687,2.5645,16.3989,0.6451,0.9307,79.8611
1362,41.5553,62.8289,193.9676,3.4857,10.0082,0.6526,0.9415,71.2639
1363,60.4441,71.345,190.2518,2.8148,15.6885,0.599,0.8642,71.1635
1364,68.9062,92,74.5549,1.55,61.2992,0.2788,0.4022,89.1122
1365,47.8515,93.75,42.3607,1.2143,68.9681,0.2338,0.3373,97.5329
1366,10.4403,98.4848,14.377,1.1892,89.3284,0.0785,0.1133,98.1269
1367,39.7727,72.2944,158.4402,2.7742,20.4449,0.5817,0.8392,76.3749
1368,20.2071,94.5748,44.721,1.8491,71.5792,0.2109,0.3042,93.5286
1369,41.5625,62.0952,187.1942,4.1522,11.5493,0.6454,0.9311,72.407
1370,45.333,76.3158,144.1752,2.5645,25.2846,0.5474,0.7897,78.9447
1371,28.0868,91.5761,58.0158,1.8077,62.0001,0.289,0.4169,91.7874
1372,56.5897,54.2029,159.1291,3.1316,11.391,0.6742,0.9726,76.8839
1373,22.9687,52.5,191.4706,3.825,6.2645,0.6916,0.9978,71.9621
1374,16.2584,97.5547,20.935,1.4643,85.18,0.1101,0.1589,96.9189
1375,21.875,84.127,59.1706,1.7639,49.5287,0.4268,0.6158,92.2729
1376,29.8295,93.5065,47.312,1.5972,68.2582,0.2403,0.3467,93.1981
1377,49.3016,41.1616,181.4238,3.65,7.3382,0.6906,0.9964,73.5686
1378,54.6875,90.4762,86.0663,1.5,54.4885,0.3145,0.4537,88.5326
1379,40.5698,74.1848,160.2341,3.2308,21.681,0.5711,0.8239,76.4191
1380,7.9753,100,0,1.0417,0,0,0,99.6212
1381,41.0156,72.3214,139.1853,2.9459,22.7322,0.5811,0.8384,79.3756
1382,61.8389,85.3846,91.2385,1.7609,44.9263,0.416,0.6001,87.2402
1383,85.0694,88.8889,94.135,1.5,50.5088,0.3488,0.5033,86.0627
1384,38.2812,92.8571,66.1635,1.7069,63.8197,0.2573,0.3712,90.3243
1385,41.0156,76.1905,153.3056,2.8125,24.5423,0.5489,0.7919,77.1952
1386,28.7109,77.9545,144.0265,3.2262,28.147,0.5246,0.7568,78.8868
1387,39.1513,87.7841,108.7901,2.4868,47.5915,0.3712,0.5355,83.8996
1388,30.7617,80.8673,120.1662,3.4821,34.7995,0.4863,0.7016,82.4483
1389,44.6614,80.2778,134.613,2.9079,31.7879,0.4965,0.7163,80.0661
1390,23.9258,97.4537,29.025,1.4643,82.9686,0.1186,0.1711,95.6484
1391,59.8144,82.2917,144.7326,2.125,33.1661,0.4669,0.6737,77.1518
1392,19.1406,96.6667,35.3006,1.4032,79.3979,0.1461,0.2108,94.8776
1393,52.2017,88.8889,94.135,1.9483,51.0252,0.3488,0.5033,86.1327
1394,32.8125,49.5238,162.988,2.8103,10.6144,0.673,0.971,76.1742
1395,38.2812,94.5833,52.2449,1.5968,70.4093,0.2106,0.3038,92.5877
1396,86.1328,85,59.305,1.3462,52.2366,0.3768,0.5436,93.9655
1397,44.7734,76.8031,108.9984,2.7935,34.8135,0.4988,0.7196,84.2965
1398,76.5625,83.3333,124.2582,1.9737,37.2096,0.4506,0.65,80.6818
1399,71.7773,88.75,91.0756,1.9038,51.5151,0.3517,0.5074,85.6731
1400,38.2812,90,89.5328,2.9825,54.5106,0.3251,0.469,86.3568
1401,45.9375,92.3333,88.1104,2.1714,60.3102,0.2706,0.3903,86.3664
1402,44.7443,71.4286,132.0335,1.8333,20.836,0.5983,0.8631,81.9991
1403,44.3331,89.1544,99.0494,2.7553,51.5538,0.3433,0.4952,85.0689
1404,127.6041,100,0,1,0,0,0,100
1405,127.6041,100,0,1,0,0,0,100
1406,17.9443,100,0,1,0,0,0,100
1407,53.7281,69.5906,99.0895,1.963,28.5792,0.5763,0.8315,86.3177
1408,70.3125,83.6735,114.1147,1.875,38.8216,0.445,0.6421,83.0776
1409,82.0312,73.8095,209.7866,2,16.0644,0.575,0.8296,68.3175
1410,32.5468,66.8016,192.7671,4.1222,12.8945,0.6283,0.9064,71.4252
1411,53.1684,62.037,138.0647,2.0476,26.0538,0.5411,0.7806,80.3965
1412,56.7129,69.9588,178.5078,3.125,15.7551,0.6077,0.8767,72.6375
1413,57.4219,100,0,1,0,0,0,100
1414,114.8437,90,84.7215,1.2778,52.4573,0.3251,0.469,93.3333
1415,63.8021,97.2222,28.2405,1.125,82.481,0.1269,0.1831,95.546
1416,47.4561,60.3306,120.4306,1.9773,22.0612,0.6087,0.8782,83.6922
1417,25.9827,88.2353,79.7379,1.8667,51.5956,0.3622,0.5226,88.7414
1418,63.8021,83.3333,128.6512,1.9762,36.4149,0.4506,0.65,81.1057
1419,71.7773,100,0,1,0,0,0,100
1420,70.6731,60,166.8362,2,9.4803,0.6663,0.9612,74.7273
1421,40.7729,93.4911,56.1468,1.5385,66.789,0.2407,0.3473,92.2261
1422,22.3833,85.6072,90.9454,2.7212,45.6392,0.412,0.5944,86.8271
1423,43.8494,80.3636,136.1706,3.3511,31.8834,0.4953,0.7146,80.0333
1424,41.0156,94.0476,52.4466,1.3421,68.6689,0.2257,0.3256,92.398
1425,60.902,82.5758,115.5293,1.9783,37.0843,0.4625,0.6673,83.3237
1426,16.8888,98.5294,11.6284,1.1207,90.144,0.0766,0.1106,98.7364
1427,32.6261,86.3636,82.796,1.7963,47.6408,0.3983,0.5746,88.377
1428,56.2172,90.2098,75.8346,1.6667,56.3551,0.3204,0.4623,89.1355
1429,85.0694,85.1852,62.7567,1.3182,47.0324,0.4195,0.6052,91.5638
1430,38.836,92.7536,63.8481,1.7759,64.0075,0.26,0.3751,89.8484
1431,69.6023,57.5758,201.9624,2.475,7.8525,0.6609,0.9535,70.1533
1432,30.9103,72.2567,147.3417,3.3864,21.117,0.5905,0.8519,78.5999
1433,205.0781,82.1429,145.2369,1.5455,35.0259,0.4692,0.6769,76.5873
1434,65.2521,65.3409,180.9959,2.7407,14.1984,0.6211,0.896,73.0592
1435,95.7031,83.3333,112.962,1.6875,38.1017,0.4506,0.65,83.1825
1436,76.5625,96.6667,22.5924,1.0909,82.3967,0.1461,0.2108,96.6667
1437,82.0312,75.3968,155.9951,2.2609,25.8925,0.5297,0.7642,76.7102
1438,109.375,59.5238,129.0994,1.6154,20.5893,0.5983,0.8631,82.8503
1439,191.4062,43.3333,225.924,1.9091,1.3751,0.6909,0.9968,66.1111
1440,29.7743,91.4815,72.7977,1.8788,59.5151,0.2913,0.4202,89.5251
1441,54.0441,79.4118,103.6592,1.963,39.0264,0.4568,0.659,85.0669
1442,69.6023,70.4545,143.7698,2.2174,23.8668,0.5623,0.8113,79.1563
1443,22.9335,94.0092,46.8506,1.8654,69.7637,0.2267,0.3271,93.2267
1444,107.666,87.5,95.3117,1.375,46.8905,0.3768,0.5436,85.9722
1445,41.102,78.7368,155.5308,3.4773,27.758,0.5174,0.7465,76.9699
1446,62.642,85.4545,135.5544,2.5333,40.7805,0.4147,0.5983,79.0913
1447,43.5014,85.6061,103.9764,2.2576,43.7788,0.4121,0.5945,84.7083
1448,34.5395,90.9774,71.3444,1.8485,58.6283,0.3031,0.4372,89.7806
1449,430.6639,50,211.8037,1.4167,0.3723,0.6931,1,62.5
1450,159.5052,55.5556,244.751,2.0833,2.756,0.6792,0.9799,62.7604
1451,12.483,96.4674,29.4683,1.4103,79.5358,0.1528,0.2204,95.8841
1452,14.6859,92.0716,45.0692,1.65,65.3489,0.277,0.3997,93.9764
1453,12.483,98.0072,17.8038,1.3085,86.9295,0.0978,0.141,97.5352
1454,14.1782,97.8395,15.6892,1.2083,86.7358,0.1042,0.1504,98.1017
1455,24.4897,87.0932,90.1414,2.975,48.4063,0.3846,0.5549,86.8708
1456,63.8021,90.2778,75.308,1.4706,56.5417,0.3189,0.4601,89.929
1457,48.3552,86.3158,107.0166,2.1071,44.4632,0.3992,0.5759,84.0828
1458,33.7776,95.7983,41.2928,1.4677,75.8033,0.1743,0.2515,94.063
1459,45.9375,92,71.1661,1.525,60.8075,0.2788,0.4022,90.1512
1460,71.7773,89.5833,82.3681,1.8125,54.4017,0.3341,0.4821,87.1796
1461,30.451,70.6439,183.5632,4.1087,16.099,0.6053,0.8733,72.8235
1462,36.2512,79.798,126.6544,3.5965,33.9725,0.4872,0.7028,81.3659
1463,229.6874,53.3333,214.6278,1.8636,5.0619,0.673,0.971,67.7124
1464,57.4219,74.2857,154.9193,2.3333,23.6014,0.5544,0.7998,77.1541
1465,25.185,56.5789,215.5196,3.3387,4.7198,0.6833,0.9857,67.7809
1466,95.7031,63.8889,155.3227,1.9706,20.4356,0.5771,0.8326,77.7557
1467,51.5324,89.1026,86.8938,1.8,52.2886,0.3444,0.4968,87.6682
1468,49.0785,50.8547,211.4417,3.3548,4.9614,0.6849,0.9881,68.5925
1469,70.8912,43.2099,213.3727,2.4167,3.7503,0.687,0.9911,68.3723
1470,14.7236,100,0,1.0556,0,0,0,99.2754
1471,95.7031,100,0,1,0,0,0,100
1472,119.6289,81.25,155.3227,1.7857,30.3819,0.4826,0.6962,76.5625
1473,12.7604,99.4444,7.5308,1.0741,94.8727,0.0344,0.0496,98.8436
1474,30.7069,70.0535,154.0391,2.5179,25.2031,0.5392,0.7779,77.1823
1475,47.8515,90.2778,70.6012,1.4412,56.3268,0.3189,0.4601,91.977
1476,59.5486,64.4444,130.5339,2.0833,18.0391,0.6365,0.9183,81.7043
1477,71.7773,90.1786,69.5927,1.5227,57.3697,0.3211,0.4633,89.9648
1478,33.128,95.1923,43.99,1.6379,73.1674,0.1928,0.2782,92.632
1479,71.7773,83.5938,140.32,2.1957,36.6368,0.4463,0.6439,78.4052
1480,35.8887,100,0,1,0,0,0,100
1481,34.2011,76.489,131.1988,3.4216,27.9002,0.5417,0.7814,80.9052
1482,23.9258,98.6111,11.7669,1.1458,90.8692,0.0732,0.1056,97.8526
1483,33.58,63.1579,205.1152,3.7973,8.4831,0.6581,0.9495,69.6525
1484,31.901,90.0794,77.3252,2.2778,55.9563,0.3233,0.4665,88.812
1485,24.8828,92.1667,60.9995,2.1224,62.9544,0.2747,0.3963,91.1833
1486,29.3635,83.2386,105.9019,2.4474,40.9398,0.4382,0.6321,84.618
1487,28.4736,92.1488,61.6156,1.7188,62.5272,0.2751,0.3969,90.8935
1488,70.1823,38.8889,231.5721,3.3148,2.7081,0.6909,0.9968,65.0965
1489,25.9647,67.1304,156.7716,3.7708,15.9225,0.6333,0.9136,77.173
1490,45.333,49.5614,222.9513,3.4194,3.1678,0.6931,1,66.7476
1491,98.4375,62.8571,116.1895,1.5,17.8405,0.6429,0.9275,86.648
1492,52.2017,68.1818,127.0822,1.8684,19.9627,0.6165,0.8895,83.1747
1493,78.3025,29.5455,184.8469,2.2632,6.4796,0.6838,0.9865,73.6589
1494,35.0911,81.6667,104.4898,2.5658,37.4013,0.4764,0.6873,84.5091
1495,38.6029,81.9328,124.5904,3.0114,36.2032,0.466,0.6723,81.5747
1496,25.1221,91.25,63.0116,2.1863,60.687,0.2967,0.4281,90.8069
1497,44.1707,70.5128,173.7877,2.6,16.0745,0.6065,0.8749,74.4853
1498,29.9592,97.3913,29.4683,1.3947,82.9956,0.1209,0.1744,95.4615
1499,20.5078,97.0238,26.2233,1.25,81.7002,0.1339,0.1932,96.869
1500,109.375,55.5556,204.4074,2.1875,4.4,0.687,0.9911,69.7403
1501,127.6041,44.4444,200.8213,2.0667,3.6097,0.6925,0.999,70.9726
1502,58.8942,88.0342,107.1691,1.8409,47.6885,0.3662,0.5284,84.255
1503,34.355,78.6325,91.2385,2.0161,35.3569,0.5188,0.7484,87.823
1504,53.333,53.5604,171.0168,3.2639,11.1444,0.6629,0.9564,75.1738
1505,41.7614,75.1515,168.4161,2.5769,21.5651,0.5607,0.8089,75.0897
1506,41.7614,70.9091,243.3818,2.881,12.8917,0.603,0.8699,62.5266
1507,31.1921,88.1481,71.961,2.0732,52.8041,0.364,0.5251,89.595
1508,35.4456,93.8272,50.2053,1.7308,68.248,0.2317,0.3343,90.6228
1509,33.4961,94.5833,48.0088,1.6452,71.066,0.2106,0.3038,92.5877
1510,63.8021,84.7222,112.962,2,41.2236,0.4275,0.6167,83.7293
1511,31.4026,38.2812,162.8241,2.9219,9.9122,0.6832,0.9857,76.5921
1512,66.4385,71.0744,120.4306,1.9773,26.7364,0.5601,0.808,83.4227
1513,35.3365,88.2051,97.3211,2,49.0897,0.3628,0.5234,86.0333
1514,85.0694,56.7901,184.0862,2.2222,12.6163,0.6276,0.9055,73.1105
1515,255.2083,66.6667,150.616,1.3333,10.3759,0.6365,0.9183,90.4762
1516,46.7689,84.6154,116.54,2.7674,40.6102,0.4293,0.6194,82.8049
1517,67.7897,85.7639,118.8454,2.4853,42.8464,0.4092,0.5904,82.362
1518,65.939,65.0718,192.9542,3.0862,10.8586,0.644,0.9291,71.1751
1519,24.966,73.6413,116.0316,2.6154,27.1678,0.5682,0.8198,83.5759
1520,46.4015,64.6465,143.7698,2.05,14.7596,0.6496,0.9372,79.8253
1521,39.4072,85.2941,89.7051,1.931,44.8462,0.4176,0.6024,87.3548
1522,52.2017,65.6566,200.2508,3.0172,10.1396,0.6433,0.9281,70.0678
1523,19.418,94.4444,31.924,1.4756,74.1172,0.2077,0.2996,95.7466
1524,26.864,93.5673,49.5447,1.6757,68.1222,0.2387,0.3444,92.9972
1525,287.1093,100,0,1,0,0,0,100
1526,17.3256,92.0259,58.4286,1.9318,62.9401,0.2781,0.4013,91.5624
1527,30.222,94.4737,50.8329,1.7308,70.3884,0.2137,0.3083,92.6222
1528,37.8309,52.4706,204.129,4.0476,5.3129,0.6898,0.9951,69.7793
1529,29.5312,62.2857,204.2998,3.8026,8.0925,0.6626,0.956,69.4791
1530,57.4219,86.8182,123.2313,2.3667,44.3892,0.3898,0.5624,81.18
1531,54.6875,36.5079,199.0283,3.0536,5.5937,0.6857,0.9893,70.1026
1532,47.304,44.3936,177.5856,3.7262,7.7417,0.6912,0.9972,74.0769
1533,43.9593,43.5407,199.4401,3.1552,7.3067,0.6698,0.9663,70.4396
1534,52.2017,56.8182,127.0822,1.8684,15.2855,0.6671,0.9624,83.2334
1535,58.0019,77.7778,130.0775,1.95,29.5491,0.5168,0.7455,81.6768
1536,41.0156,94.0476,44.3779,1.2895,69.726,0.2257,0.3256,94.2602
1537,20.5078,90.3571,43.5711,1.5294,63.4724,0.3009,0.4341,94.2403
1538,70.5181,64.9123,130.7981,2.1364,20.946,0.6017,0.868,79.9464
1539,40.6013,47.9798,201.9624,3.0345,5.0947,0.689,0.994,69.9448
1540,35.3365,63.5897,187.6907,2.9286,10.8183,0.6466,0.9329,72.4453
1541,191.4062,91.6667,56.481,1.2857,63.1135,0.2868,0.4138,85.5556
1542,38.2812,43.3333,131.3183,2.5,18.9503,0.6306,0.9097,81.5823
1543,59.1107,87.1324,88.4592,2.0758,51.4662,0.3547,0.5118,87.2859
1544,39.375,74.8571,138.4591,2.9079,25.1727,0.5576,0.8044,79.7221
1545,35.8887,94.7917,50.5976,1.6324,71.4006,0.2046,0.2952,92.6945
1546,58.0019,42.4242,164.3084,2.2,8.7549,0.6845,0.9875,76.9556
1547,39.7536,42.3077,162.2743,3.7065,11.265,0.6738,0.9721,76.3847
1548,116.9705,60.1852,213.3727,2.619,8.9555,0.6427,0.9273,68.0064
1549,53.0048,83.8462,119.9135,2,38.2404,0.4422,0.638,82.7179
1550,89.4886,76.6234,189.248,2.1944,21.7414,0.5438,0.7845,71.123
1551,35.1562,96.9388,20.7481,1.2,82.7097,0.1369,0.1975,97.3289
1552,19.1406,70.8333,135.5544,2.1364,20.2411,0.6036,0.8709,80.7633
1553,68.3594,82.1429,108.9276,1.7105,36.5569,0.4692,0.6769,84.6812
1554,30.222,36.8421,145.3643,3.0897,14.5925,0.6595,0.9515,79.1078
1555,17.6231,85.9335,90.1385,2.3,46.0749,0.4062,0.586,87.0657
1556,26.7969,89.6667,68.9068,1.8714,56.1474,0.3323,0.4795,90.3042
1557,22.3722,97.4026,22.0056,1.2,83.8234,0.1205,0.1738,97.2845
1558,54.6875,92.8571,64.5497,1.4211,63.5929,0.2573,0.3712,90.5353
1559,17.2697,95.8647,26.7542,1.3182,78.2139,0.1722,0.2485,96.616
1560,109.375,73.8095,161.3743,1.7692,21.9914,0.5489,0.7919,77.6557
1561,127.6041,64.4444,188.27,1.8929,9.2665,0.6508,0.9389,71.3633
1562,143.5546,75,190.6234,1.5625,15.5986,0.5623,0.8113,71.6912
1563,39.2628,79.4872,115.8585,2.2903,32.7391,0.5074,0.7321,83.4455
1564,35.3365,59.2308,132.9476,2.1087,17.8671,0.6347,0.9157,81.8002
1565,47.1154,78.4615,144.2438,2.4821,28.0451,0.521,0.7516,78.8203
1566,39.9456,68.913,146.605,3.314,21.7149,0.585,0.8439,78.6696
1567,35.2462,74.6803,159.4758,3.3,24.443,0.5456,0.7871,76.426
1568,41.7614,36.3636,138.6352,2.0714,14.9189,0.6555,0.9457,81.0703
1569,36.3758,59.7285,236.1468,3.5667,4.6605,0.6723,0.9699,64.6047
1570,44.384,79.9517,131.789,2.9634,31.6683,0.5011,0.7229,80.7734
1571,85.0694,88.8889,125.5133,1.6667,48.6202,0.3488,0.5033,79.6361
1572,12.6202,99.4505,3.724,1.037,96.087,0.0341,0.0492,99.4505
1573,114.8437,48.3333,175.0911,1.9688,16.6701,0.5961,0.86,74.4556
1574,79.7526,91.6667,89.4282,1.5588,57.7372,0.2868,0.4138,86.8737
1575,56.7129,87.6543,127.6052,2.2115,45.256,0.3738,0.5392,80.1132
1576,50.3701,81.1404,115.9347,2.2581,35.033,0.4842,0.6985,83.3141
1577,71.7773,72.5,156.7348,2.0278,19.2847,0.5882,0.8485,77.8015
1578,73.9524,78.0303,159.1737,2.9091,26.3406,0.5265,0.7596,76.132
1579,25.5208,65.5556,180.7392,2.2632,11.093,0.6439,0.929,74.1495
1580,159.0144,38.4615,250.2543,2.4706,34.3168,0.7382,0.672,59.8462
1581,40.5331,68.9412,173.8286,3.5952,17.6823,0.5973,0.8618,74.2147
1582,28.2072,94.7368,41.6176,1.5147,72.4029,0.2062,0.2975,94.1395
1583,76.5625,100,0,1,0,0,0,100
1584,191.4062,75,197.6835,1.5,17.8041,0.5623,0.8113,68.75
1585,42.5347,69.6296,208.3521,2.7292,12.5435,0.614,0.8858,68.4821
1586,50.2441,85,110.9852,3.3509,42.6921,0.4183,0.6035,83.4628
1587,91.875,90.6667,81.3326,1.6111,58.0143,0.3102,0.4475,85.7381
1588,61.5234,74.1071,136.1596,2.0227,23.2973,0.5719,0.8251,80.5987
1589,37.2869,91.342,67.4838,2.0698,61.3116,0.2842,0.4101,90.2231
1590,80.7495,66.4062,177.3856,2.5,18.6786,0.5789,0.8351,73.205
1591,35.8887,90.625,74.1313,2.15,57.6061,0.3111,0.4489,88.5904
1592,51.8092,70.3008,188.5531,3.2424,16.536,0.5948,0.8581,71.9388
1593,47.8515,97.2222,32.9472,1.2059,81.8023,0.1269,0.1831,94.8509
1594,12.1528,98.9418,10.7583,1.1786,92.2059,0.0587,0.0846,97.798
1595,51.6493,65.6085,205.3039,3.9872,10.1018,0.6436,0.9285,69.2132
1596,35.8887,55.0781,219.7464,3.5938,4.5601,0.6832,0.9857,67.3609
1597,121.8039,45.4545,231.0586,2.3235,1.7182,0.6931,1,64.8148
1598,65.2521,76.1364,165.592,2.1316,22.3619,0.5495,0.7928,75.8942
1599,57.4219,50.4167,170.855,2.9516,8.3951,0.6889,0.9939,75.2052
1600,95.7031,55.5556,122.3755,1.7647,14.6919,0.6792,0.9799,84.0735
1601,45.333,55.2632,227.4103,4.2692,5.1947,0.6741,0.9725,66.1581
1602,24.966,92.6087,64.0937,2.0116,63.7241,0.2636,0.3804,90.6752
1603,61.25,90,79.0734,1.7,55.3905,0.3251,0.469,88.6031
1604,44.1707,68.4615,148.5885,2.2391,21.8312,0.5747,0.8291,78.5625
1605,32.4156,84.4758,110.6845,2.8444,41.3964,0.4283,0.6179,83.5508
1606,21.875,92.8571,62.936,1.6724,64.0752,0.2573,0.3712,90.9737
1607,62.7298,78.9916,160.8997,2.8226,27.7994,0.5141,0.7416,76.0658
1608,50.2441,49.375,182.1512,2.7308,9.7925,0.6583,0.9497,72.7118
1609,76.5625,66.6667,233.4548,2.8421,9.7981,0.6285,0.9068,61.6214
1610,41.7614,54.5455,234.1394,3.1923,3.1354,0.6865,0.9904,65.0159
1611,89.7217,76.5625,121.7872,1.7188,27.8269,0.5445,0.7856,82.8125
1612,37.8606,70.3297,156.4089,2.5556,17.8224,0.608,0.8772,77.3981
1613,49.0785,80.3419,147.7195,2.1591,29.9992,0.4956,0.715,78.2153
1614,27.3437,100,0,1,0,0,0,100
1615,52.5429,85.1852,135.1114,3.1512,40.3735,0.4195,0.6052,79.6983
1616,55.6818,56.9697,151.9852,2.4231,16.7429,0.6232,0.899,78.3169
1617,117.1875,71.4286,186.7331,1.9643,15.0746,0.5983,0.8631,72.3645
